"","home.range.radius","MM.deathrate","NN.deathrate","hybrid.deathrate","MM.birthrate","NN.birthrate","hybrid.birthrate","NN.init.number","MM.init.number","phenotype","population","Fitness"
"1309",12,6,6,6,6,6,4,100,500,"4 N-type",0,"hybrid lower fertility"
"1310",12,6,6,6,6,6,4,100,500,"5 NN",0,"hybrid lower fertility"
"1311",12,6,6,6,6,6,4,100,500,"1 MM",22,"hybrid lower fertility"
"1312",12,6,6,6,6,6,4,100,500,"2 M-type",419,"hybrid lower fertility"
"1313",12,6,6,6,6,6,4,100,500,"3 hybrid",69,"hybrid lower fertility"
"1314",12,6,6,6,6,6,4,100,500,"4 N-type",4,"hybrid lower fertility"
"1315",12,6,6,6,6,6,4,100,500,"5 NN",2,"hybrid lower fertility"
"1316",12,6,6,6,6,6,4,100,500,"1 MM",39,"hybrid lower fertility"
"1317",12,6,6,6,6,6,4,100,500,"2 M-type",353,"hybrid lower fertility"
"1318",12,6,6,6,6,6,4,100,500,"3 hybrid",37,"hybrid lower fertility"
"1319",12,6,6,6,6,6,4,100,500,"4 N-type",7,"hybrid lower fertility"
"1320",12,6,6,6,6,6,4,100,500,"5 NN",0,"hybrid lower fertility"
"1321",12,6,6,6,6,6,4,100,500,"1 MM",13,"hybrid lower fertility"
"1322",12,6,6,6,6,6,4,100,500,"2 M-type",435,"hybrid lower fertility"
"1323",12,6,6,6,6,6,4,100,500,"3 hybrid",11,"hybrid lower fertility"
"1324",12,6,6,6,6,6,4,100,500,"4 N-type",0,"hybrid lower fertility"
"1325",12,6,6,6,6,6,4,100,500,"5 NN",0,"hybrid lower fertility"
"1326",12,6,6,6,6,6,4,100,500,"1 MM",84,"hybrid lower fertility"
"1327",12,6,6,6,6,6,4,100,500,"2 M-type",317,"hybrid lower fertility"
"1328",12,6,6,6,6,6,4,100,500,"3 hybrid",17,"hybrid lower fertility"
"1329",12,6,6,6,6,6,4,100,500,"4 N-type",0,"hybrid lower fertility"
"1330",12,6,6,6,6,6,4,100,500,"5 NN",0,"hybrid lower fertility"
"1331",12,6,6,6,6,6,4,100,500,"1 MM",41,"hybrid lower fertility"
"1332",12,6,6,6,6,6,4,100,500,"2 M-type",446,"hybrid lower fertility"
"1333",12,6,6,6,6,6,4,100,500,"3 hybrid",75,"hybrid lower fertility"
"1334",12,6,6,6,6,6,4,100,500,"4 N-type",8,"hybrid lower fertility"
"1335",12,6,6,6,6,6,4,100,500,"5 NN",2,"hybrid lower fertility"
"1336",12,6,6,6,6,6,4,100,500,"1 MM",6,"hybrid lower fertility"
"1337",12,6,6,6,6,6,4,100,500,"2 M-type",268,"hybrid lower fertility"
"1338",12,6,6,6,6,6,4,100,500,"3 hybrid",75,"hybrid lower fertility"
"1339",12,6,6,6,6,6,4,100,500,"4 N-type",4,"hybrid lower fertility"
"1340",12,6,6,6,6,6,4,100,500,"5 NN",0,"hybrid lower fertility"
"1341",12,6,6,6,6,6,4,100,500,"1 MM",3,"hybrid lower fertility"
"1342",12,6,6,6,6,6,4,100,500,"2 M-type",223,"hybrid lower fertility"
"1343",12,6,6,6,6,6,4,100,500,"3 hybrid",142,"hybrid lower fertility"
"1344",12,6,6,6,6,6,4,100,500,"4 N-type",4,"hybrid lower fertility"
"1345",12,6,6,6,6,6,4,100,500,"5 NN",0,"hybrid lower fertility"
"1346",12,6,6,6,6,6,4,100,500,"1 MM",32,"hybrid lower fertility"
"1347",12,6,6,6,6,6,4,100,500,"2 M-type",562,"hybrid lower fertility"
"1348",12,6,6,6,6,6,4,100,500,"3 hybrid",32,"hybrid lower fertility"
"1349",12,6,6,6,6,6,4,100,500,"4 N-type",1,"hybrid lower fertility"
"1350",12,6,6,6,6,6,4,100,500,"5 NN",0,"hybrid lower fertility"
"1351",2,6,6,6,6,4,6,100,500,"1 MM",302,"NN lower fertility"
"1352",2,6,6,6,6,4,6,100,500,"2 M-type",0,"NN lower fertility"
"1353",2,6,6,6,6,4,6,100,500,"3 hybrid",0,"NN lower fertility"
"1354",2,6,6,6,6,4,6,100,500,"4 N-type",0,"NN lower fertility"
"1355",2,6,6,6,6,4,6,100,500,"5 NN",7,"NN lower fertility"
"1356",2,6,6,6,6,4,6,100,500,"1 MM",397,"NN lower fertility"
"1357",2,6,6,6,6,4,6,100,500,"2 M-type",0,"NN lower fertility"
"1358",2,6,6,6,6,4,6,100,500,"3 hybrid",0,"NN lower fertility"
"1359",2,6,6,6,6,4,6,100,500,"4 N-type",0,"NN lower fertility"
"1360",2,6,6,6,6,4,6,100,500,"5 NN",0,"NN lower fertility"
"1361",2,6,6,6,6,4,6,100,500,"1 MM",400,"NN lower fertility"
"1362",2,6,6,6,6,4,6,100,500,"2 M-type",0,"NN lower fertility"
"1363",2,6,6,6,6,4,6,100,500,"3 hybrid",1,"NN lower fertility"
"1364",2,6,6,6,6,4,6,100,500,"4 N-type",2,"NN lower fertility"
"1365",2,6,6,6,6,4,6,100,500,"5 NN",11,"NN lower fertility"
"1366",2,6,6,6,6,4,6,100,500,"1 MM",389,"NN lower fertility"
"1367",2,6,6,6,6,4,6,100,500,"2 M-type",0,"NN lower fertility"
"1368",2,6,6,6,6,4,6,100,500,"3 hybrid",0,"NN lower fertility"
"1369",2,6,6,6,6,4,6,100,500,"4 N-type",0,"NN lower fertility"
"1370",2,6,6,6,6,4,6,100,500,"5 NN",1,"NN lower fertility"
"1371",2,6,6,6,6,4,6,100,500,"1 MM",431,"NN lower fertility"
"1372",2,6,6,6,6,4,6,100,500,"2 M-type",0,"NN lower fertility"
"1373",2,6,6,6,6,4,6,100,500,"3 hybrid",0,"NN lower fertility"
"1374",2,6,6,6,6,4,6,100,500,"4 N-type",0,"NN lower fertility"
"1375",2,6,6,6,6,4,6,100,500,"5 NN",2,"NN lower fertility"
"1376",2,6,6,6,6,4,6,100,500,"1 MM",450,"NN lower fertility"
"1377",2,6,6,6,6,4,6,100,500,"2 M-type",0,"NN lower fertility"
"1378",2,6,6,6,6,4,6,100,500,"3 hybrid",3,"NN lower fertility"
"1379",2,6,6,6,6,4,6,100,500,"4 N-type",2,"NN lower fertility"
"1380",2,6,6,6,6,4,6,100,500,"5 NN",0,"NN lower fertility"
"1381",2,6,6,6,6,4,6,100,500,"1 MM",519,"NN lower fertility"
"1382",2,6,6,6,6,4,6,100,500,"2 M-type",6,"NN lower fertility"
"1383",2,6,6,6,6,4,6,100,500,"3 hybrid",4,"NN lower fertility"
"1384",2,6,6,6,6,4,6,100,500,"4 N-type",0,"NN lower fertility"
"1385",2,6,6,6,6,4,6,100,500,"5 NN",6,"NN lower fertility"
"1386",2,6,6,6,6,4,6,100,500,"1 MM",661,"NN lower fertility"
"1387",2,6,6,6,6,4,6,100,500,"2 M-type",44,"NN lower fertility"
"1388",2,6,6,6,6,4,6,100,500,"3 hybrid",0,"NN lower fertility"
"1389",2,6,6,6,6,4,6,100,500,"4 N-type",0,"NN lower fertility"
"1390",2,6,6,6,6,4,6,100,500,"5 NN",8,"NN lower fertility"
"1391",2,6,6,6,6,4,6,100,500,"1 MM",419,"NN lower fertility"
"1392",2,6,6,6,6,4,6,100,500,"2 M-type",0,"NN lower fertility"
"1393",2,6,6,6,6,4,6,100,500,"3 hybrid",0,"NN lower fertility"
"1394",2,6,6,6,6,4,6,100,500,"4 N-type",0,"NN lower fertility"
"1395",2,6,6,6,6,4,6,100,500,"5 NN",2,"NN lower fertility"
"1396",2,6,6,6,6,4,6,100,500,"1 MM",609,"NN lower fertility"
"1397",2,6,6,6,6,4,6,100,500,"2 M-type",0,"NN lower fertility"
"1398",2,6,6,6,6,4,6,100,500,"3 hybrid",0,"NN lower fertility"
"1399",2,6,6,6,6,4,6,100,500,"4 N-type",0,"NN lower fertility"
"1400",2,6,6,6,6,4,6,100,500,"5 NN",5,"NN lower fertility"
"1401",6,6,6,6,6,4,6,100,500,"1 MM",621,"NN lower fertility"
"1402",6,6,6,6,6,4,6,100,500,"2 M-type",19,"NN lower fertility"
"1403",6,6,6,6,6,4,6,100,500,"3 hybrid",0,"NN lower fertility"
"1404",6,6,6,6,6,4,6,100,500,"4 N-type",0,"NN lower fertility"
"1405",6,6,6,6,6,4,6,100,500,"5 NN",0,"NN lower fertility"
"1406",6,6,6,6,6,4,6,100,500,"1 MM",222,"NN lower fertility"
"1407",6,6,6,6,6,4,6,100,500,"2 M-type",313,"NN lower fertility"
"1408",6,6,6,6,6,4,6,100,500,"3 hybrid",1,"NN lower fertility"
"1409",6,6,6,6,6,4,6,100,500,"4 N-type",1,"NN lower fertility"
"1410",6,6,6,6,6,4,6,100,500,"5 NN",3,"NN lower fertility"
"1411",6,6,6,6,6,4,6,100,500,"1 MM",295,"NN lower fertility"
"1412",6,6,6,6,6,4,6,100,500,"2 M-type",166,"NN lower fertility"
"1413",6,6,6,6,6,4,6,100,500,"3 hybrid",0,"NN lower fertility"
"1414",6,6,6,6,6,4,6,100,500,"4 N-type",0,"NN lower fertility"
"1415",6,6,6,6,6,4,6,100,500,"5 NN",7,"NN lower fertility"
"1416",6,6,6,6,6,4,6,100,500,"1 MM",308,"NN lower fertility"
"1417",6,6,6,6,6,4,6,100,500,"2 M-type",123,"NN lower fertility"
"1418",6,6,6,6,6,4,6,100,500,"3 hybrid",0,"NN lower fertility"
"1419",6,6,6,6,6,4,6,100,500,"4 N-type",0,"NN lower fertility"
"1420",6,6,6,6,6,4,6,100,500,"5 NN",4,"NN lower fertility"
"1421",6,6,6,6,6,4,6,100,500,"1 MM",202,"NN lower fertility"
"1422",6,6,6,6,6,4,6,100,500,"2 M-type",258,"NN lower fertility"
"1423",6,6,6,6,6,4,6,100,500,"3 hybrid",6,"NN lower fertility"
"1424",6,6,6,6,6,4,6,100,500,"4 N-type",0,"NN lower fertility"
"1425",6,6,6,6,6,4,6,100,500,"5 NN",0,"NN lower fertility"
"1426",6,6,6,6,6,4,6,100,500,"1 MM",285,"NN lower fertility"
"1427",6,6,6,6,6,4,6,100,500,"2 M-type",219,"NN lower fertility"
"1428",6,6,6,6,6,4,6,100,500,"3 hybrid",1,"NN lower fertility"
"1429",6,6,6,6,6,4,6,100,500,"4 N-type",0,"NN lower fertility"
"1430",6,6,6,6,6,4,6,100,500,"5 NN",3,"NN lower fertility"
"1431",6,6,6,6,6,4,6,100,500,"1 MM",364,"NN lower fertility"
"1432",6,6,6,6,6,4,6,100,500,"2 M-type",80,"NN lower fertility"
"1433",6,6,6,6,6,4,6,100,500,"3 hybrid",6,"NN lower fertility"
"1434",6,6,6,6,6,4,6,100,500,"4 N-type",3,"NN lower fertility"
"1435",6,6,6,6,6,4,6,100,500,"5 NN",7,"NN lower fertility"
"1436",6,6,6,6,6,4,6,100,500,"1 MM",261,"NN lower fertility"
"1437",6,6,6,6,6,4,6,100,500,"2 M-type",213,"NN lower fertility"
"1438",6,6,6,6,6,4,6,100,500,"3 hybrid",3,"NN lower fertility"
"1439",6,6,6,6,6,4,6,100,500,"4 N-type",0,"NN lower fertility"
"1440",6,6,6,6,6,4,6,100,500,"5 NN",6,"NN lower fertility"
"1441",6,6,6,6,6,4,6,100,500,"1 MM",456,"NN lower fertility"
"1442",6,6,6,6,6,4,6,100,500,"2 M-type",35,"NN lower fertility"
"1443",6,6,6,6,6,4,6,100,500,"3 hybrid",0,"NN lower fertility"
"1444",6,6,6,6,6,4,6,100,500,"4 N-type",0,"NN lower fertility"
"1445",6,6,6,6,6,4,6,100,500,"5 NN",0,"NN lower fertility"
"1446",6,6,6,6,6,4,6,100,500,"1 MM",429,"NN lower fertility"
"1447",6,6,6,6,6,4,6,100,500,"2 M-type",68,"NN lower fertility"
"1448",6,6,6,6,6,4,6,100,500,"3 hybrid",0,"NN lower fertility"
"1449",6,6,6,6,6,4,6,100,500,"4 N-type",0,"NN lower fertility"
"1450",6,6,6,6,6,4,6,100,500,"5 NN",0,"NN lower fertility"
"1451",12,6,6,6,6,4,6,100,500,"1 MM",63,"NN lower fertility"
"1452",12,6,6,6,6,4,6,100,500,"2 M-type",172,"NN lower fertility"
"1453",12,6,6,6,6,4,6,100,500,"3 hybrid",9,"NN lower fertility"
"1454",12,6,6,6,6,4,6,100,500,"4 N-type",0,"NN lower fertility"
"1455",12,6,6,6,6,4,6,100,500,"5 NN",4,"NN lower fertility"
"1456",12,6,6,6,6,4,6,100,500,"1 MM",225,"NN lower fertility"
"1457",12,6,6,6,6,4,6,100,500,"2 M-type",437,"NN lower fertility"
"1458",12,6,6,6,6,4,6,100,500,"3 hybrid",2,"NN lower fertility"
"1459",12,6,6,6,6,4,6,100,500,"4 N-type",0,"NN lower fertility"
"1460",12,6,6,6,6,4,6,100,500,"5 NN",0,"NN lower fertility"
"1461",12,6,6,6,6,4,6,100,500,"1 MM",421,"NN lower fertility"
"1462",12,6,6,6,6,4,6,100,500,"2 M-type",71,"NN lower fertility"
"1463",12,6,6,6,6,4,6,100,500,"3 hybrid",1,"NN lower fertility"
"1464",12,6,6,6,6,4,6,100,500,"4 N-type",0,"NN lower fertility"
"1465",12,6,6,6,6,4,6,100,500,"5 NN",0,"NN lower fertility"
"1466",12,6,6,6,6,4,6,100,500,"1 MM",75,"NN lower fertility"
"1467",12,6,6,6,6,4,6,100,500,"2 M-type",540,"NN lower fertility"
"1468",12,6,6,6,6,4,6,100,500,"3 hybrid",18,"NN lower fertility"
"1469",12,6,6,6,6,4,6,100,500,"4 N-type",1,"NN lower fertility"
"1470",12,6,6,6,6,4,6,100,500,"5 NN",0,"NN lower fertility"
"1471",12,6,6,6,6,4,6,100,500,"1 MM",45,"NN lower fertility"
"1472",12,6,6,6,6,4,6,100,500,"2 M-type",444,"NN lower fertility"
"1473",12,6,6,6,6,4,6,100,500,"3 hybrid",13,"NN lower fertility"
"1474",12,6,6,6,6,4,6,100,500,"4 N-type",0,"NN lower fertility"
"1475",12,6,6,6,6,4,6,100,500,"5 NN",0,"NN lower fertility"
"1476",12,6,6,6,6,4,6,100,500,"1 MM",60,"NN lower fertility"
"1477",12,6,6,6,6,4,6,100,500,"2 M-type",453,"NN lower fertility"
"1478",12,6,6,6,6,4,6,100,500,"3 hybrid",5,"NN lower fertility"
"1479",12,6,6,6,6,4,6,100,500,"4 N-type",0,"NN lower fertility"
"1480",12,6,6,6,6,4,6,100,500,"5 NN",0,"NN lower fertility"
"1481",12,6,6,6,6,4,6,100,500,"1 MM",294,"NN lower fertility"
"1482",12,6,6,6,6,4,6,100,500,"2 M-type",374,"NN lower fertility"
"1483",12,6,6,6,6,4,6,100,500,"3 hybrid",9,"NN lower fertility"
"1484",12,6,6,6,6,4,6,100,500,"4 N-type",0,"NN lower fertility"
"1485",12,6,6,6,6,4,6,100,500,"5 NN",2,"NN lower fertility"
"1486",12,6,6,6,6,4,6,100,500,"1 MM",2,"NN lower fertility"
"1487",12,6,6,6,6,4,6,100,500,"2 M-type",378,"NN lower fertility"
"1488",12,6,6,6,6,4,6,100,500,"3 hybrid",141,"NN lower fertility"
"1489",12,6,6,6,6,4,6,100,500,"4 N-type",0,"NN lower fertility"
"1490",12,6,6,6,6,4,6,100,500,"5 NN",0,"NN lower fertility"
"1491",12,6,6,6,6,4,6,100,500,"1 MM",14,"NN lower fertility"
"1492",12,6,6,6,6,4,6,100,500,"2 M-type",507,"NN lower fertility"
"1493",12,6,6,6,6,4,6,100,500,"3 hybrid",47,"NN lower fertility"
"1494",12,6,6,6,6,4,6,100,500,"4 N-type",1,"NN lower fertility"
"1495",12,6,6,6,6,4,6,100,500,"5 NN",0,"NN lower fertility"
"1496",12,6,6,6,6,4,6,100,500,"1 MM",24,"NN lower fertility"
"1497",12,6,6,6,6,4,6,100,500,"2 M-type",606,"NN lower fertility"
"1498",12,6,6,6,6,4,6,100,500,"3 hybrid",15,"NN lower fertility"
"1499",12,6,6,6,6,4,6,100,500,"4 N-type",0,"NN lower fertility"
"1500",12,6,6,6,6,4,6,100,500,"5 NN",0,"NN lower fertility"
"1501",2,6,6,6,4,6,6,100,500,"1 MM",25,"MM lower fertility"
"1502",2,6,6,6,4,6,6,100,500,"2 M-type",0,"MM lower fertility"
"1503",2,6,6,6,4,6,6,100,500,"3 hybrid",22,"MM lower fertility"
"1504",2,6,6,6,4,6,6,100,500,"4 N-type",0,"MM lower fertility"
"1505",2,6,6,6,4,6,6,100,500,"5 NN",41,"MM lower fertility"
"1506",2,6,6,6,4,6,6,100,500,"1 MM",41,"MM lower fertility"
"1507",2,6,6,6,4,6,6,100,500,"2 M-type",0,"MM lower fertility"
"1508",2,6,6,6,4,6,6,100,500,"3 hybrid",3,"MM lower fertility"
"1509",2,6,6,6,4,6,6,100,500,"4 N-type",4,"MM lower fertility"
"1510",2,6,6,6,4,6,6,100,500,"5 NN",85,"MM lower fertility"
"1511",2,6,6,6,4,6,6,100,500,"1 MM",18,"MM lower fertility"
"1512",2,6,6,6,4,6,6,100,500,"2 M-type",0,"MM lower fertility"
"1513",2,6,6,6,4,6,6,100,500,"3 hybrid",0,"MM lower fertility"
"1514",2,6,6,6,4,6,6,100,500,"4 N-type",0,"MM lower fertility"
"1515",2,6,6,6,4,6,6,100,500,"5 NN",119,"MM lower fertility"
"1516",2,6,6,6,4,6,6,100,500,"1 MM",47,"MM lower fertility"
"1517",2,6,6,6,4,6,6,100,500,"2 M-type",1,"MM lower fertility"
"1518",2,6,6,6,4,6,6,100,500,"3 hybrid",9,"MM lower fertility"
"1519",2,6,6,6,4,6,6,100,500,"4 N-type",0,"MM lower fertility"
"1520",2,6,6,6,4,6,6,100,500,"5 NN",31,"MM lower fertility"
"1521",2,6,6,6,4,6,6,100,500,"1 MM",27,"MM lower fertility"
"1522",2,6,6,6,4,6,6,100,500,"2 M-type",0,"MM lower fertility"
"1523",2,6,6,6,4,6,6,100,500,"3 hybrid",0,"MM lower fertility"
"1524",2,6,6,6,4,6,6,100,500,"4 N-type",0,"MM lower fertility"
"1525",2,6,6,6,4,6,6,100,500,"5 NN",54,"MM lower fertility"
"1526",2,6,6,6,4,6,6,100,500,"1 MM",38,"MM lower fertility"
"1527",2,6,6,6,4,6,6,100,500,"2 M-type",0,"MM lower fertility"
"1528",2,6,6,6,4,6,6,100,500,"3 hybrid",3,"MM lower fertility"
"1529",2,6,6,6,4,6,6,100,500,"4 N-type",31,"MM lower fertility"
"1530",2,6,6,6,4,6,6,100,500,"5 NN",113,"MM lower fertility"
"1531",2,6,6,6,4,6,6,100,500,"1 MM",21,"MM lower fertility"
"1532",2,6,6,6,4,6,6,100,500,"2 M-type",0,"MM lower fertility"
"1533",2,6,6,6,4,6,6,100,500,"3 hybrid",0,"MM lower fertility"
"1534",2,6,6,6,4,6,6,100,500,"4 N-type",0,"MM lower fertility"
"1535",2,6,6,6,4,6,6,100,500,"5 NN",99,"MM lower fertility"
"1536",2,6,6,6,4,6,6,100,500,"1 MM",14,"MM lower fertility"
"1537",2,6,6,6,4,6,6,100,500,"2 M-type",0,"MM lower fertility"
"1538",2,6,6,6,4,6,6,100,500,"3 hybrid",0,"MM lower fertility"
"1539",2,6,6,6,4,6,6,100,500,"4 N-type",0,"MM lower fertility"
"1540",2,6,6,6,4,6,6,100,500,"5 NN",33,"MM lower fertility"
"1541",2,6,6,6,4,6,6,100,500,"1 MM",23,"MM lower fertility"
"1542",2,6,6,6,4,6,6,100,500,"2 M-type",0,"MM lower fertility"
"1543",2,6,6,6,4,6,6,100,500,"3 hybrid",1,"MM lower fertility"
"1544",2,6,6,6,4,6,6,100,500,"4 N-type",0,"MM lower fertility"
"1545",2,6,6,6,4,6,6,100,500,"5 NN",74,"MM lower fertility"
"1546",2,6,6,6,4,6,6,100,500,"1 MM",57,"MM lower fertility"
"1547",2,6,6,6,4,6,6,100,500,"2 M-type",0,"MM lower fertility"
"1548",2,6,6,6,4,6,6,100,500,"3 hybrid",0,"MM lower fertility"
"1549",2,6,6,6,4,6,6,100,500,"4 N-type",0,"MM lower fertility"
"1550",2,6,6,6,4,6,6,100,500,"5 NN",46,"MM lower fertility"
"1551",6,6,6,6,4,6,6,100,500,"1 MM",11,"MM lower fertility"
"1552",6,6,6,6,4,6,6,100,500,"2 M-type",0,"MM lower fertility"
"1553",6,6,6,6,4,6,6,100,500,"3 hybrid",10,"MM lower fertility"
"1554",6,6,6,6,4,6,6,100,500,"4 N-type",13,"MM lower fertility"
"1555",6,6,6,6,4,6,6,100,500,"5 NN",4,"MM lower fertility"
"1556",6,6,6,6,4,6,6,100,500,"1 MM",15,"MM lower fertility"
"1557",6,6,6,6,4,6,6,100,500,"2 M-type",6,"MM lower fertility"
"1558",6,6,6,6,4,6,6,100,500,"3 hybrid",7,"MM lower fertility"
"1559",6,6,6,6,4,6,6,100,500,"4 N-type",0,"MM lower fertility"
"1560",6,6,6,6,4,6,6,100,500,"5 NN",16,"MM lower fertility"
"1561",6,6,6,6,4,6,6,100,500,"1 MM",19,"MM lower fertility"
"1562",6,6,6,6,4,6,6,100,500,"2 M-type",31,"MM lower fertility"
"1563",6,6,6,6,4,6,6,100,500,"3 hybrid",7,"MM lower fertility"
"1564",6,6,6,6,4,6,6,100,500,"4 N-type",0,"MM lower fertility"
"1565",6,6,6,6,4,6,6,100,500,"5 NN",23,"MM lower fertility"
"1566",6,6,6,6,4,6,6,100,500,"1 MM",10,"MM lower fertility"
"1567",6,6,6,6,4,6,6,100,500,"2 M-type",13,"MM lower fertility"
"1568",6,6,6,6,4,6,6,100,500,"3 hybrid",13,"MM lower fertility"
"1569",6,6,6,6,4,6,6,100,500,"4 N-type",16,"MM lower fertility"
"1570",6,6,6,6,4,6,6,100,500,"5 NN",4,"MM lower fertility"
"1571",6,6,6,6,4,6,6,100,500,"1 MM",19,"MM lower fertility"
"1572",6,6,6,6,4,6,6,100,500,"2 M-type",12,"MM lower fertility"
"1573",6,6,6,6,4,6,6,100,500,"3 hybrid",10,"MM lower fertility"
"1574",6,6,6,6,4,6,6,100,500,"4 N-type",12,"MM lower fertility"
"1575",6,6,6,6,4,6,6,100,500,"5 NN",81,"MM lower fertility"
"1576",6,6,6,6,4,6,6,100,500,"1 MM",17,"MM lower fertility"
"1577",6,6,6,6,4,6,6,100,500,"2 M-type",14,"MM lower fertility"
"1578",6,6,6,6,4,6,6,100,500,"3 hybrid",23,"MM lower fertility"
"1579",6,6,6,6,4,6,6,100,500,"4 N-type",103,"MM lower fertility"
"1580",6,6,6,6,4,6,6,100,500,"5 NN",26,"MM lower fertility"
"1581",6,6,6,6,4,6,6,100,500,"1 MM",14,"MM lower fertility"
"1582",6,6,6,6,4,6,6,100,500,"2 M-type",3,"MM lower fertility"
"1583",6,6,6,6,4,6,6,100,500,"3 hybrid",78,"MM lower fertility"
"1584",6,6,6,6,4,6,6,100,500,"4 N-type",4,"MM lower fertility"
"1585",6,6,6,6,4,6,6,100,500,"5 NN",38,"MM lower fertility"
"1586",6,6,6,6,4,6,6,100,500,"1 MM",24,"MM lower fertility"
"1587",6,6,6,6,4,6,6,100,500,"2 M-type",15,"MM lower fertility"
"1588",6,6,6,6,4,6,6,100,500,"3 hybrid",33,"MM lower fertility"
"1589",6,6,6,6,4,6,6,100,500,"4 N-type",8,"MM lower fertility"
"1590",6,6,6,6,4,6,6,100,500,"5 NN",50,"MM lower fertility"
"1591",6,6,6,6,4,6,6,100,500,"1 MM",10,"MM lower fertility"
"1592",6,6,6,6,4,6,6,100,500,"2 M-type",31,"MM lower fertility"
"1593",6,6,6,6,4,6,6,100,500,"3 hybrid",52,"MM lower fertility"
"1594",6,6,6,6,4,6,6,100,500,"4 N-type",21,"MM lower fertility"
"1595",6,6,6,6,4,6,6,100,500,"5 NN",58,"MM lower fertility"
"1596",6,6,6,6,4,6,6,100,500,"1 MM",11,"MM lower fertility"
"1597",6,6,6,6,4,6,6,100,500,"2 M-type",6,"MM lower fertility"
"1598",6,6,6,6,4,6,6,100,500,"3 hybrid",23,"MM lower fertility"
"1599",6,6,6,6,4,6,6,100,500,"4 N-type",60,"MM lower fertility"
"1600",6,6,6,6,4,6,6,100,500,"5 NN",14,"MM lower fertility"
"1601",12,6,6,6,4,6,6,100,500,"1 MM",2,"MM lower fertility"
"1602",12,6,6,6,4,6,6,100,500,"2 M-type",24,"MM lower fertility"
"1603",12,6,6,6,4,6,6,100,500,"3 hybrid",74,"MM lower fertility"
"1604",12,6,6,6,4,6,6,100,500,"4 N-type",4,"MM lower fertility"
"1605",12,6,6,6,4,6,6,100,500,"5 NN",0,"MM lower fertility"
"1606",12,6,6,6,4,6,6,100,500,"1 MM",6,"MM lower fertility"
"1607",12,6,6,6,4,6,6,100,500,"2 M-type",37,"MM lower fertility"
"1608",12,6,6,6,4,6,6,100,500,"3 hybrid",95,"MM lower fertility"
"1609",12,6,6,6,4,6,6,100,500,"4 N-type",5,"MM lower fertility"
"1610",12,6,6,6,4,6,6,100,500,"5 NN",0,"MM lower fertility"
"1611",12,6,6,6,4,6,6,100,500,"1 MM",2,"MM lower fertility"
"1612",12,6,6,6,4,6,6,100,500,"2 M-type",26,"MM lower fertility"
"1613",12,6,6,6,4,6,6,100,500,"3 hybrid",43,"MM lower fertility"
"1614",12,6,6,6,4,6,6,100,500,"4 N-type",36,"MM lower fertility"
"1615",12,6,6,6,4,6,6,100,500,"5 NN",2,"MM lower fertility"
"1616",12,6,6,6,4,6,6,100,500,"1 MM",3,"MM lower fertility"
"1617",12,6,6,6,4,6,6,100,500,"2 M-type",29,"MM lower fertility"
"1618",12,6,6,6,4,6,6,100,500,"3 hybrid",52,"MM lower fertility"
"1619",12,6,6,6,4,6,6,100,500,"4 N-type",1,"MM lower fertility"
"1620",12,6,6,6,4,6,6,100,500,"5 NN",0,"MM lower fertility"
"1621",12,6,6,6,4,6,6,100,500,"1 MM",4,"MM lower fertility"
"1622",12,6,6,6,4,6,6,100,500,"2 M-type",44,"MM lower fertility"
"1623",12,6,6,6,4,6,6,100,500,"3 hybrid",49,"MM lower fertility"
"1624",12,6,6,6,4,6,6,100,500,"4 N-type",4,"MM lower fertility"
"1625",12,6,6,6,4,6,6,100,500,"5 NN",0,"MM lower fertility"
"1626",12,6,6,6,4,6,6,100,500,"1 MM",2,"MM lower fertility"
"1627",12,6,6,6,4,6,6,100,500,"2 M-type",11,"MM lower fertility"
"1628",12,6,6,6,4,6,6,100,500,"3 hybrid",72,"MM lower fertility"
"1629",12,6,6,6,4,6,6,100,500,"4 N-type",6,"MM lower fertility"
"1630",12,6,6,6,4,6,6,100,500,"5 NN",0,"MM lower fertility"
"1631",12,6,6,6,4,6,6,100,500,"1 MM",0,"MM lower fertility"
"1632",12,6,6,6,4,6,6,100,500,"2 M-type",26,"MM lower fertility"
"1633",12,6,6,6,4,6,6,100,500,"3 hybrid",17,"MM lower fertility"
"1634",12,6,6,6,4,6,6,100,500,"4 N-type",3,"MM lower fertility"
"1635",12,6,6,6,4,6,6,100,500,"5 NN",0,"MM lower fertility"
"1636",12,6,6,6,4,6,6,100,500,"1 MM",2,"MM lower fertility"
"1637",12,6,6,6,4,6,6,100,500,"2 M-type",10,"MM lower fertility"
"1638",12,6,6,6,4,6,6,100,500,"3 hybrid",108,"MM lower fertility"
"1639",12,6,6,6,4,6,6,100,500,"4 N-type",1,"MM lower fertility"
"1640",12,6,6,6,4,6,6,100,500,"5 NN",0,"MM lower fertility"
"1641",12,6,6,6,4,6,6,100,500,"1 MM",0,"MM lower fertility"
"1642",12,6,6,6,4,6,6,100,500,"2 M-type",36,"MM lower fertility"
"1643",12,6,6,6,4,6,6,100,500,"3 hybrid",41,"MM lower fertility"
"1644",12,6,6,6,4,6,6,100,500,"4 N-type",1,"MM lower fertility"
"1645",12,6,6,6,4,6,6,100,500,"5 NN",0,"MM lower fertility"
"1646",12,6,6,6,4,6,6,100,500,"1 MM",4,"MM lower fertility"
